id,latency,dsp,uram,bram,NumAlu,PermTput,ScratchSize
0,45837.47266834254,11,4,16,1,2,16384
1,45837.47266834254,11,4,16,1,2,81920
2,45837.47266834254,11,8,16,1,2,147456
3,45837.47266834254,11,8,16,1,2,212992
4,45837.47266834254,11,12,16,1,2,278528
5,45837.47266834254,11,12,16,1,2,344064
6,45837.47266834254,11,16,16,1,2,409600
7,45837.47266834254,11,16,16,1,2,475136
8,45837.47266834254,11,20,16,1,2,540672
9,45837.47266834254,11,20,16,1,2,606208
10,45837.47266834254,11,24,16,1,2,671744
11,45837.47266834254,11,24,16,1,2,737280
12,45837.47266834254,11,28,16,1,2,802816
13,45837.47266834254,11,28,16,1,2,868352
14,45837.47266834254,11,32,16,1,2,933888
15,45837.47266834254,11,32,16,1,2,999424
16,45837.47266834254,11,36,16,1,2,1064960
17,45837.47266834254,11,36,16,1,2,1130496
18,45837.47266834254,11,40,16,1,2,1196032
19,45837.47266834254,11,40,16,1,2,1261568
20,45837.47266834254,11,44,16,1,2,1327104
21,45837.47266834254,11,44,16,1,2,1392640
22,45837.47266834254,11,48,16,1,2,1458176
23,45837.47266834254,11,48,16,1,2,1523712
24,45837.47266834254,11,52,16,1,2,1589248
25,45837.47266834254,11,52,16,1,2,1654784
26,45837.47266834254,11,56,16,1,2,1720320
27,45837.47266834254,11,56,16,1,2,1785856
28,45837.47266834254,11,60,16,1,2,1851392
29,45837.47266834254,11,60,16,1,2,1916928
30,45837.47266834254,11,64,16,1,2,1982464
31,45837.47266834254,11,64,16,1,2,2048000
32,45837.47266834254,11,68,16,1,2,2113536
33,45837.47266834254,11,68,16,1,2,2179072
34,45837.47266834254,11,72,16,1,2,2244608
35,45837.47266834254,11,72,16,1,2,2310144
36,45837.47266834254,11,76,16,1,2,2375680
37,45837.47266834254,11,76,16,1,2,2441216
38,45837.47266834254,11,80,16,1,2,2506752
39,45837.47266834254,11,80,16,1,2,2572288
40,45837.47266834254,11,84,16,1,2,2637824
41,45837.47266834254,11,84,16,1,2,2703360
42,45837.47266834254,11,88,16,1,2,2768896
43,45837.47266834254,11,88,16,1,2,2834432
44,45837.47266834254,11,92,16,1,2,2899968
45,45837.47266834254,11,92,16,1,2,2965504
46,45837.47266834254,11,96,16,1,2,3031040
